ts,model,custom_id,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens
2026-07-12T22:04:07,claude-sonnet-5,ML21274A418,1728,4260,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23338A184,3392,2927,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24158A065,3972,4473,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24185A151,4611,4193,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23362A034,1984,3746,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23163A217,1582,3470,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24060A312,3573,4274,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22304A225,2660,3777,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25133A192,878,1960,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24194A149,1009,2902,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21231A137,2049,4109,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21053A128,2552,4128,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23145A012,4586,5559,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20107F741,3129,3236,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22081A025,1296,2326,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23272A104,5112,4222,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21351A167,3373,3925,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21172A153,3878,3476,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24235A156,2447,4029,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26127A016,4549,4847,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24144A277,2694,5109,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20345A083,1676,4448,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22307A260,2125,4483,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21063A252,2245,4262,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21250A131,7655,7219,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25143A260,2115,3974,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23137A275,2986,3822,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22080A215,3122,5447,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22307A292,3274,4015,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21130A027,3288,5845,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22349A023,4131,3679,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20269A248,3298,3948,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20322A166,4779,3461,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22327A176,2676,3275,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24239A788,1586,3813,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22181A122,4455,4619,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23317A359,2457,4174,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24045A152,1757,3748,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21327A021,3465,3836,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23270B916,1597,4315,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25009A011,1295,4092,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22038A211,4678,4303,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24087A196,1556,3111,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24081A153,3510,5399,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24183A214,2513,4082,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24193A307,2738,4443,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24039A130,1759,3340,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23037A992,4202,5654,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24171A018,2737,4747,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24212A077,2133,3600,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23334A051,2493,4337,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22316A021,4657,4288,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23053A162,2529,4963,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23271A098,3219,4237,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22021B551,2087,3809,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21021A366,1945,3453,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21008A571,1343,2915,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22018A025,4296,6339,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24275A213,5645,4537,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25021A128,2978,3189,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24184B867,3802,4098,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23095A088,1710,3971,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21074A307,3286,4822,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20192A112,3741,5409,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21195A186,2415,4923,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21336A340,19756,3467,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21040A515,6919,5353,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24233A245,2202,3584,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24064A255,3209,3929,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23353A063,2796,3466,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23229A506,2345,3879,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21228A259,2884,3443,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25183A213,3555,5493,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25010A346,4161,6218,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26037A200,5709,6649,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24269A205,1067,3566,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22012A400,2075,4662,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24087A215,3946,3990,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23151A370,3847,3057,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24051A155,3767,4681,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21314A023,2416,3151,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24239A847,2455,4989,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25295A001,2528,3752,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20324A632,2953,3357,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25055A256,3308,5087,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25021A090,3442,4004,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26057A156,3589,4769,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25090A171,3834,4061,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21039A557,2835,5804,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24344A153,1348,3687,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26013A295,2800,3778,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23159A223,1508,4214,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25077A032,3097,5250,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25036A236,1483,3578,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22353A609,1270,3081,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24121A002,2402,3918,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25043A286,2483,3695,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20357B113,3428,4675,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22364A273,2656,4039,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25283A066,3918,5076,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24092A190,4095,4082,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21336A082,2752,3204,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23167A468,1754,4405,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25111A262,2039,3442,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23192A759,4245,4773,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22019A270,2538,4065,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22339A029,2013,3035,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22066B310,5052,4564,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24346A412,3322,4252,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22362A073,3246,4936,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25311A147,6496,6183,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21292A181,4344,4504,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24155A195,2414,4003,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25274A076,1565,4645,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21126A316,1215,2569,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22187A109,3373,4828,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23177A043,5466,5773,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24268A312,1669,4115,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24162A088,2823,3970,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24008A243,1928,3114,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24032A443,2267,4196,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24354A318,3451,5009,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22339A095,2250,4481,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25077A289,1280,3198,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25156A358,3155,3886,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24213A022,2799,5321,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21022A042,4401,5883,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25336A056,2286,3542,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25307A235,1005,2830,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21322A283,1611,3404,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25031A065,1001,2737,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26146A061,2624,2818,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21110A087,3136,3074,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25062A082,3146,3474,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24260A227,847,2559,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22017A001,2308,4804,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22179A366,2995,3971,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21102A278,3718,5032,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24127A139,3284,3567,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20178A322,2791,4718,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26029A088,3133,3521,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20157A121,3550,4491,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20181A414,3015,4098,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21350A425,2381,3515,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21230A251,2957,3837,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21180A302,5267,5563,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22235A106,3220,5021,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23051A019,4827,3796,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25282A050,3570,3633,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26096A453,3000,5782,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26096A050,3178,4520,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22334A222,2245,3026,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21043A098,3830,3920,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23271A132,2111,3635,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22230C557,2988,4640,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25268A017,413,1203,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24015A002,3857,3995,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23207A220,5653,5795,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20197A177,3719,4030,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24366A126,2430,3157,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20171A496,3233,3975,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24249A109,2125,4806,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24250A052,1462,4155,12917,0
2026-07-12T22:05:10,claude-sonnet-5,ML21305A874,546,1448,0,12917
2026-07-12T22:05:10,claude-sonnet-5,ML23364A001,612,2028,0,12917
2026-07-12T22:05:10,claude-sonnet-5,ML21152A033,1655,3271,0,12917
2026-07-12T22:05:10,claude-sonnet-5,ML25161A146,1930,4142,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML20315A447,2791,4245,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML20297A536,2763,3463,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML22334A222,2631,3876,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML21182A044,3136,4685,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML20157A121,3791,3825,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML21092A022,6268,5608,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML24015A002,4044,4227,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML22353A631,5461,3294,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML24193A211,1256,2731,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML24327A098,2863,4763,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML24242A163,8529,8192,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML24235A178,8832,7845,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML24358A097,6445,4677,0,12917
2026-07-12T22:06:09,claude-sonnet-5,ML25066A110,3113,3718,0,12917
2026-07-12T22:08:10,claude-sonnet-5,ML24242A163,8568,8192,0,12917
